time,title,source,url,overall_sentiment,overall_score,aapl_relevance,aapl_label,aapl_score
20251119T071100,"Barclays Raises the PT on Apple Inc (AAPL), Keeps a Sell Rating",Insider Monkey,https://www.insidermonkey.com/blog/barclays-raises-the-pt-on-apple-inc-aapl-keeps-a-sell-rating-1647914/,Neutral,0.090201,0.964293,Neutral,0.050247
20251119T071100,"Barclays Raises the PT on Apple Inc (AAPL), Keeps a Sell Rating",Finviz,https://finviz.com/news/233625/barclays-raises-the-pt-on-apple-inc-aapl-keeps-a-sell-rating,Neutral,0.001,0.956205,Neutral,0.001
20251119T071000,"If You'd Invested $1,000 in the Invesco QQQ Trust ETF 5 Years Ago, Here's How Much You'd Have Today",The Motley Fool,https://www.fool.com/investing/2025/11/19/you-invest-1000-invesco-qqq-trust-etf-5-years/,Bullish,0.495416,0.810281,Bullish,0.498931
20251119T062119,What Is the Key Signal to Investors from Buffett’s Successive Reductions in Apple?,NAI500,https://nai500.com/blog/2025/11/what-is-the-key-signal-to-investors-from-buffetts-successive-reductions-in-apple/,Neutral,0.042362,0.978425,Neutral,0.001
20251119T032037,Morningstar Investment Boosts Stake in Apple Inc,TipRanks,https://www.tipranks.com/news/company-announcements/morningstar-investment-boosts-stake-in-apple-inc-2,Somewhat-Bullish,0.313711,0.986705,Somewhat-Bullish,0.305333
20251119T024600,"Intel CEO reportedly delivers speech in Chinese, underscoring importance of China’s massive market",Global Times,https://www.globaltimes.cn/page/202511/1348579.shtml,Somewhat-Bullish,0.1908,0.631837,Somewhat-Bullish,0.162348
20251119T010656,It's Down 47% But Canaan Inc. (NASDAQ:CAN) Could Be Riskier Than It Looks,Simply Wall Street,https://simplywall.st/stocks/us/tech/nasdaq-can/canaan/news/its-down-47-but-canaan-inc-nasdaqcan-could-be-riskier-than-i,Neutral,0.040709,0.624335,Neutral,0.132028
20251118T183711,Target Opens Large-Format Store in Virginia,Progressive Grocer,https://progressivegrocer.com/target-opens-large-format-store-virginia,Somewhat-Bullish,0.280773,0.608642,Somewhat-Bullish,0.206437
20251118T173701,"No Gimmicks, Just Deals: Metro by T-Mobile Is Offering an iPhone 16e on Them for a Limited Time —Here’s How to take Advantage of This Deal Now",Billboard,https://www.billboard.com/culture/product-recommendations/t-mobile-iphone-16e-free-deal-shop-online-1236108114/,Bullish,0.391097,0.745296,Somewhat-Bullish,0.31935
20251118T172901,John Deere Testing Self-Driving Tractors,iHeart,https://kfab.iheart.com/content/2025-11-18-john-deere-testing-self-driving-tractors/,Somewhat-Bullish,0.267461,0.724763,Somewhat-Bullish,0.233231
20251118T172127,"Intel Stock Today (INTC) – November 18, 2025: Why Shares Are Sliding After a Huge 2025 Rally",ts2.tech,https://ts2.tech/en/intel-stock-today-intc-november-18-2025-why-shares-are-sliding-after-a-huge-2025-rally/,Neutral,0.109264,0.713803,Somewhat-Bullish,0.223379
20251118T165158,"Raiffeisen Bank International AG Has $11.89 Million Stock Holdings in VeriSign, Inc. $VRSN",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-raiffeisen-bank-international-ag-has-1189-million-stock-holdings-in-verisign-inc-vrsn-2025-11-17/,Neutral,0.090576,0.626887,Neutral,0.001
20251118T124900,Apple hit with EPA penalty over claimed hazardous waste management violations,9to5Mac,https://9to5mac.com/2025/11/18/apple-epa-fine-waste-management-violations/,Neutral,0.001,0.98223,Neutral,0.001
20251118T121700,Alphabet: Buffett's Bet on Its Next Phase of Growth,Finviz,https://finviz.com/news/233098/alphabet-buffetts-bet-on-its-next-phase-of-growth,Somewhat-Bullish,0.326068,0.637158,Somewhat-Bullish,0.310194
20251118T112126,"Analysts Are Neutral on These Technology Stocks: Palo Alto Networks (PANW), Apple (AAPL)",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/PANW-Q/pressreleases/36176425/analysts-are-neutral-on-these-technology-stocks-palo-alto-networks-panw-apple-aapl/,Neutral,0.032207,0.919346,Neutral,0.038661
20251118T112047,The Wait is Over: Best Buy’s Black Friday Sale Begins Nov. 20,Business Wire,https://www.businesswire.com/news/home/20251118125656/en/The-Wait-is-Over-Best-Buys-Black-Friday-Sale-Begins-Nov.-20,Somewhat-Bullish,0.276135,0.746738,Somewhat-Bullish,0.300164
20251118T111300,Apple designer behind iPhone Air leaves company for AI startup,Proactive financial news,https://www.proactiveinvestors.com/companies/news/1082737/apple-designer-behind-iphone-air-leaves-company-for-ai-startup-1082737.html,Neutral,0.120836,0.923725,Neutral,0.100685
20251118T102051,"SouthState Corp Sells 6,699 Shares of Alphabet Inc. $GOOGL",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-southstate-corp-sells-6699-shares-of-alphabet-inc-googl-2025-11-18/,Somewhat-Bullish,0.267161,0.745906,Neutral,0.149302
20251118T100504,"After 49 Years, Apple Is Reportedly On the Verge of a Very Big Change",Inc.com,https://www.inc.com/bill-murphy-jr/after-49-years-apple-is-reportedly-on-the-verge-of-a-very-big-change/91266803,Neutral,0.119458,0.980757,Neutral,0.130994
20251118T090800,Apple Inc. $AAPL Shares Sold by Flavin Financial Services Inc.,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-shares-sold-by-flavin-financial-services-inc-2025-11-18/,Somewhat-Bullish,0.205645,0.982093,Somewhat-Bullish,0.283259
20251118T083944,Arcus Capital Partners LLC Raises Holdings in Apple Inc. $AAPL,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-arcus-capital-partners-llc-raises-holdings-in-apple-inc-aapl-2025-11-18/,Somewhat-Bullish,0.208689,0.974406,Somewhat-Bullish,0.239652
20251118T081641,Alphabet Inc. $GOOG Shares Sold by Anderson Financial Strategies LLC,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-alphabet-inc-goog-shares-sold-by-anderson-financial-strategies-llc-2025-11-18/,Somewhat-Bullish,0.232591,0.5757,Neutral,0.141937
20251118T070349,Best Buy (BBY) Expected to Announce Quarterly Earnings on Tuesday,MarketBeat,https://www.marketbeat.com/instant-alerts/best-buy-bby-expected-to-announce-quarterly-earnings-on-tuesday-2025-11-18/,Neutral,0.131607,0.597031,Neutral,0.136636
20251118T062000,Is State Street SPDR MSCI USA StrategicFactors ETF (QUS) a Strong ETF Right Now?,Yahoo Finance,https://finance.yahoo.com/news/state-street-spdr-msci-usa-112003632.html,Somewhat-Bullish,0.323269,0.625889,Somewhat-Bullish,0.320378
20251118T060000,The Wait is Over: Best Buy’s Black Friday Sale Begins Nov. 20,FinancialContent,https://markets.financialcontent.com/wral/article/bizwire-2025-11-18-the-wait-is-over-best-buys-black-friday-sale-begins-nov-20,Bullish,0.38953,0.726749,Bullish,0.446328
20251118T021000,iPhone 17 Momentum Fuels Apple’s China Comeback In October; Analyst Says Huawei Threat Won’t Trigger Sharp Drop-Off,Stocktwits,https://stocktwits.com/news-articles/markets/equity/i-phone-17-momentum-fuels-apple-s-china-comeback-in-october/cLPNuASREeH,Bullish,0.385678,0.98497,Bullish,0.406697
20251118T005054,John Hennessy Sells 600 Shares of Alphabet (NASDAQ:GOOG) Stock,MarketBeat,https://www.marketbeat.com/instant-alerts/john-hennessy-sells-600-shares-of-alphabet-nasdaqgoog-stock-2025-11-17/,Somewhat-Bullish,0.177883,0.5572,Neutral,0.001
20251117T221200,UBS Reiterates Neutral on Apple (AAPL) as iPhone Wait Times Remain Flat,Finviz,https://finviz.com/news/232219/ubs-reiterates-neutral-on-apple-aapl-as-iphone-wait-times-remain-flat,Neutral,0.041134,0.986172,Neutral,0.045292
20251117T220000,Williams-Sonoma Earnings: What To Look For From WSM,Finviz,https://finviz.com/news/232201/williams-sonoma-earnings-what-to-look-for-from-wsm,Somewhat-Bullish,0.208977,0.578281,Somewhat-Bullish,0.252244
20251117T210300,AI bubble burst coming? Concerns jump after billionaire Peter Thiel's fund sells entire $100 million worth Nvidia stock,mint,https://www.livemint.com/companies/news/ai-bubble-burst-concern-jump-billionaire-peter-thiel-macro-fund-sells-entire-100-million-nvidia-stock-q3-result-softbank-11763389474323.html,Neutral,0.001,0.722781,Neutral,0.101479
20251117T202128,Alphabet stock jumps 6% to hit record high: what’s going on?,TradingView,https://www.tradingview.com/news/invezz:b4dca285a094b:0-alphabet-stock-jumps-6-to-hit-record-high-what-s-going-on/,Somewhat-Bullish,0.283874,0.622357,Neutral,0.122613
20251117T192050,Corning Stock Rises 76.7% in a Year: Should You Invest Now?,TradingView,https://www.tradingview.com/news/zacks:dee0c3d0d094b:0-corning-stock-rises-76-7-in-a-year-should-you-invest-now/,Somewhat-Bullish,0.296383,0.634086,Somewhat-Bullish,0.320257
20251117T180208,5 potential successors for Tim Cook at Apple,Mashable,https://mashable.com/article/five-potential-successors-for-tim-cook-at-apple,Neutral,0.133239,0.980977,Neutral,0.105895
20251117T172058,Apple’s CEO Tim Cook May Retire Soon. How’s Your Succession Planning Going?,Inc.com,https://www.inc.com/kit-eaton/apples-ceo-tim-cook-may-retire-soon-hows-your-succession-planning-going/91266417,Neutral,0.055808,0.976477,Neutral,0.084373
20251117T161700,"US Supreme Court won't hear patent appeal against Apple, Google, LG",Reuters,https://www.reuters.com/legal/government/us-supreme-court-wont-hear-patent-appeal-against-apple-google-lg-2025-11-17/,Somewhat-Bullish,0.331609,0.969775,Somewhat-Bullish,0.332249
20251117T155800,Alphabet shares jump after Berkshire makes rare tech bet with $4.9 billion stake,Reuters,https://www.reuters.com/business/google-parent-alphabets-shares-rally-after-berkshire-reveals-49-billion-stake-2025-11-17/,Somewhat-Bullish,0.257646,0.74754,Neutral,0.118835
20251117T152200,"Buffett Trims Apple, Bets Big on Alphabet Ahead of Retirement",Finviz,https://finviz.com/news/232044/buffett-trims-apple-bets-big-on-alphabet-ahead-of-retirement,Neutral,0.117033,0.754185,Neutral,0.001
20251117T150300,Apple CEO Tim Cook could exit as early as next year — here’s who could replace him: report,New York Post,https://nypost.com/2025/11/17/business/apple-ceo-tim-cook-could-exit-as-soon-as-next-year-report/,Neutral,0.129121,0.982914,Neutral,0.097172
20251117T131055,"Savant Capital LLC Sells 4,343 Shares of Skyworks Solutions, Inc. $SWKS",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-savant-capital-llc-sells-4343-shares-of-skyworks-solutions-inc-swks-2025-11-16/,Neutral,0.128599,0.702191,Neutral,0.107131
20251117T123629,Alphabet stock jumps after Berkshire adds new $4.3B stake,CryptoRank,https://cryptorank.io/news/feed/e661b-alphabet-stock-jumps-after-berkshire-adds-new-4-3b-stake,Somewhat-Bullish,0.20111,0.700298,Neutral,0.039147
20251117T123610,"⚡ Weekly Recap: Fortinet Exploited, China's AI Hacks, PhaaS Empire Falls & More",The Hacker News,https://thehackernews.com/2025/11/weekly-recap-fortinet-exploited-chinas.html,Neutral,0.001,0.593046,Neutral,0.001
20251117T122400,Corning Stock Rises 76.7% in a Year: Should You Invest Now?,Finviz,https://finviz.com/news/231969/corning-stock-rises-767-in-a-year-should-you-invest-now,Somewhat-Bullish,0.294332,0.616743,Somewhat-Bullish,0.346124
20251117T121600,"Peter Thiel dumps entire Nvidia stake, slashes Tesla holdings amid bubble fears",Investing.com Australia,https://au.investing.com/news/stock-market-news/peter-thiel-dumps-entire-nvidia-stake-slashes-tesla-holdings-amid-bubble-fears-4128704,Neutral,0.001,0.648071,Somewhat-Bullish,0.229543
20251117T104000,US jury says Apple must pay Masimo $634 million in smartwatch patent case,Reuters,https://www.reuters.com/business/us-jury-says-apple-must-pay-masimo-634-million-smartwatch-patent-case-2025-11-15/,Neutral,0.04857,0.306676,Neutral,0.047311
20251117T102144,HP Inc. downgraded to Underweight from Equal Weight at Morgan Stanley,TipRanks,https://www.tipranks.com/news/the-fly/hp-inc-downgraded-to-underweight-from-equal-weight-at-morgan-stanley-thefly,Neutral,0.001,0.584474,Neutral,0.001
20251117T100709,US equity market investor sentiment improves with reduced macro concerns,S&P Global,https://www.spglobal.com/marketintelligence/en/mi/research-analysis/us-equity-market-investor-sentiment-improves-with-reduced-macro-concerns-Nov25.html,Somewhat-Bullish,0.324566,0.643146,Somewhat-Bullish,0.313195
20251117T095226,Alphabet Inc. $GOOGL Shares Sold by Ellevest Inc.,MarketBeat,https://www.marketbeat.com/instant-alerts/filing-alphabet-inc-googl-shares-sold-by-ellevest-inc-2025-11-17/,Somewhat-Bullish,0.160311,0.60613,Neutral,0.148874
20251117T091200,Morgan Stanley downgrades multiple hardware companies due to surging memory prices,Seeking Alpha,https://seekingalpha.com/news/4522911-morgan-stanley-downgrades-multiple-hardware-companies-due-to-surging-memory-prices,Neutral,0.001,0.700381,Somewhat-Bullish,0.220193
20251117T062152,"Alphabet Stock Today (Nov. 17, 2025): Buffett’s Big Bet Meets Antitrust Heat and a $40B AI Gamble",ts2.tech,https://ts2.tech/en/alphabet-stock-today-nov-17-2025-buffetts-big-bet-meets-antitrust-heat-and-a-40b-ai-gamble/,Somewhat-Bullish,0.152264,0.642783,Neutral,0.001
20251117T060600,"Stock market today: Dow, S&P 500, Nasdaq futures rise as investors count down to Nvidia earnings, jobs report",Yahoo Finance,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-rise-as-investors-count-down-to-nvidia-earnings-jobs-report-011944273.html,Neutral,0.088921,0.639717,Neutral,0.001
20251117T041735,Rep. Cleo Fields Buys Alphabet Inc. (NASDAQ:GOOGL) Stock,MarketBeat,https://www.marketbeat.com/instant-alerts/rep-cleo-fields-buys-alphabet-inc-nasdaqgoogl-stock-2025-11-16/,Somewhat-Bullish,0.333224,0.742763,Somewhat-Bullish,0.301028
20251117T035000,Apple said to step up CEO succession planning as Tim Cook may leave next year,Seeking Alpha,https://seekingalpha.com/news/4522746-apple-steps-up-ceo-succession-planning,Neutral,0.033945,0.9724,Neutral,0.030664
20251117T025100,"Peter Thiel Fully Exits Nvidia, Cuts Tesla, Moves Into Fresh Tech Plays With These Stocks - Meta Platforms (NASDAQ:META), Apple (NASDAQ:AAPL)",Benzinga,https://www.benzinga.com/markets/tech/25/11/48891922/peter-thiel-dumps-entire-nvidia-stake-slashes-tesla-holdings-as-fears-of-an-ai-bubble-grow-shifts-billions-toward-these-2-mag-7-stocks,Neutral,0.001,0.742868,Bullish,0.438407
20251117T015600,Apple Ordered To Pay Over $600 Million In Smartwatch Patent Case Against Masimo - Masimo (NASDAQ:MASI),Benzinga,https://www.benzinga.com/news/legal/25/11/48891424/apple-ordered-to-pay-634-million-after-jury-finds-company-infringed-masimos-blood-oxygen-sensor-patent,Neutral,0.001,0.960363,Neutral,0.001
20251117T010300,Warren Buffett’s Berkshire Tilts Toward Big Tech Again — This Time With A Bold Bet On Alphabet’s AI Future,Stocktwits,https://stocktwits.com/news-articles/markets/equity/warren-buffett-s-berkshire-makes-bold-bet-on-alphabet-s-ai-future/cLPkZMtREI9,Somewhat-Bullish,0.295986,0.700983,Neutral,0.033384
20251116T222300,Alphabet shares eye strong gains after Berkshire discloses $4.3 bln stake,Investing.com,https://www.investing.com/news/stock-market-news/alphabet-shares-eye-strong-gains-after-berkshire-discloses-43-bln-stake-4361106,Neutral,0.103621,0.700635,Neutral,0.001
20251116T211800,"Elizabeth Warren Says Likes Of Amazon, Apple And Meta Not Contributing To Trump's Ballroom Out Of Goodness Of Heart: 'Sure Looks Like Bribery'",Benzinga,https://www.benzinga.com/news/politics/25/11/48890448/elizabeth-warren-says-likes-of-amazon-apple-and-meta-not-contributing-to-trumps-ballroom-out-of-goodness-of-heart-sure-looks-like-bribery,Neutral,0.001,0.904386,Neutral,0.001
20251116T201600,"Peter Thiel dumps entire Nvidia stake, slashes Tesla holdings amid bubble fears",Investing.com Canada,https://ca.investing.com/news/stock-market-news/peter-thiel-dumps-entire-nvidia-stake-slashes-tesla-holdings-amid-bubble-fears-4320129,Neutral,0.001,0.744575,Somewhat-Bullish,0.249973
20251116T201400,"Peter Thiel dumps entire Nvidia stake, slashes Tesla holdings amid bubble fears",Investing.com,https://www.investing.com/news/stock-market-news/peter-thiel-dumps-entire-nvidia-stake-slashes-tesla-holdings-amid-bubble-fears-4361095,Neutral,0.001,0.607143,Somewhat-Bullish,0.223066
20251116T182201,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqf7QFA324ZPbuov1nL7MZcTXd9j41mG57xZ1cf-vG13aATkT6HB8YEG&gaa_ts=691a1932&gaa_sig=DajGG1JiQnYSmcCJlff0hWiUmS2Ze9-KnWFedGGyN6rrnlXSr3Bil6Sn9kJksQaw0HNaDnz2atfu_XhqXSQNXQ%3D%3D,Neutral,0.072419,0.735921,Neutral,0.001
20251116T180630,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqdlRqHNtZd12dXo2KIxRnNCnBHE6SwYClHFi0WLbU2EwmGOEI9cgWzB&gaa_ts=691a15a5&gaa_sig=uD5xicAmBK1hMthILge4b8A93BdFUaI-vkAqZEXe2fKSYiPISwdyPm59lyF3Au-QLd_Oqt8mQ2wAcuilGXYxHQ%3D%3D,Neutral,0.05913,0.709403,Neutral,0.001
20251116T175148,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcWIKsiEV6pTMm9Jrz1sKHPaVPRH46SvyEAAxhsZ7iAjfdD9uWRXLfZ&gaa_ts=691a1229&gaa_sig=rt5QwK3uTP4SPRKKUY-IfqiRQTTcYdd-bDYB1S_NW__rNjxFDJ6CLlNVOGuhdDxKJ_ZxkZacjl7K2gbyv4BleA%3D%3D,Neutral,0.067394,0.731175,Neutral,0.001
20251116T174700,The Vanguard Dividend Appreciation Index Fund ETF (VIG) Delivers Stronger Growth Than the iShares Core High Dividend ETF (HDV),The Motley Fool,https://www.fool.com/coverage/etfs/2025/11/16/the-vanguard-dividend-appreciation-index-fund-etf-vig-delivers-stronger-growth-than-the-ishares-core-high-dividend-etf-hdv/,Somewhat-Bullish,0.330829,0.615329,Somewhat-Bullish,0.299638
20251116T173632,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcynp4ttCUZy68eZHSMEkCkTuiOHMSQIKJb-_wgBaX63LhQ4_0GetUg&gaa_ts=691a0ea6&gaa_sig=1ZHXIhO8UJCVw7q-xi09zBiF0RAnjjwmdvRPRCStHxkLiyNuokClph-E_sKrce8ZKyLWWzBzbWy03ssrzpukZw%3D%3D,Somewhat-Bullish,0.232846,0.922662,Somewhat-Bullish,0.212899
20251116T172028,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqeK9LP_TtgJjCXPgfqZwTff7fiiVARNypwFYXpnrvrjVLw9fap5VarP&gaa_ts=691a0aab&gaa_sig=-1x11PUAdpDff2qydsOztYuU0LLEDxUMbpBZ_Ouk2B9P8pPjzjPM2tssXjDSuvUSo_g_4k9wBNU2x2PFJ0zk5A%3D%3D,Somewhat-Bullish,0.209512,0.908731,Neutral,0.147551
20251116T171447,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqfJFkjaRe80xfwCXnrd9W5MMaNFuX0ylzuTzVk-jVRKk3mhd-R4xgmY&gaa_ts=691a097d&gaa_sig=XMx0hFWUaJ2-2ArbW2gTgLi7lETt7zoOLc2raSp70WhSmamSeg6pJOOTLDLxBzcdRiZgoFiqoRjjvjZ4ltezNw%3D%3D,Neutral,0.046175,0.980758,Neutral,0.001
20251116T170938,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqc3zHJ9vy3ziuvI9V71fnqOxjKo2ixdfrh-0rw-7-QZCv6Et5xfuS_a&gaa_ts=691a084b&gaa_sig=n6wBcy08khVuhcmWL_e1j2poRCUr674dRryM5j7uWK5FSzPtgEp7pLZmmnOkcL9KA9wIRf8h1JzfNBL2BCzyZA%3D%3D,Somewhat-Bullish,0.208109,0.89071,Neutral,0.001
20251116T170419,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcaHxpRXjSODWKvBjrBFwkfVdl1OGFMXIix5YTY0-gJJgzeHSOdhb45&gaa_ts=691a071e&gaa_sig=eGRJ1RgXmbB4f-CeDyBt9Lf1XvTruvusMrOuvu4fYW1TsktU_eEgMlNe6yMiBfq9pcnFDoaBGbb5JGLUCdHH8A%3D%3D,Neutral,0.089881,0.733939,Neutral,0.001
20251116T165904,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcAlTDInSU7oimeQs0Zkqod0aE2bQqTX0Og0b7zUHwXurah1NxlyBNq&gaa_ts=691a05f2&gaa_sig=FxER5rlkbEQLUWnq5tOBKaci6vCVzvKBom68D5XOt_U5kmTJR_yQGTRUwdMa3vYH7gqwY-j1OweoemLAMYAAyQ%3D%3D,Neutral,0.03957,0.936454,Neutral,0.001
20251116T165423,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcGBDXJM3B3Gqo38EpgFmDxSwPuz4hAb0P42WnT2L-0LYCccGVj2Rvt&gaa_ts=691a04d1&gaa_sig=to0gm90L2jQytShzD-TYt4UcZ_l_b4ZqKlqQ8f4i5G9-RESbAPrqzgBIwSXYBoq5TCkknuUYL22HLJdZjrJQ4g%3D%3D,Neutral,0.058114,0.848202,Neutral,0.001
20251116T164934,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqfDn5Ier-BuPHhkGDJVwSVFXWkKeSQc47tQkTsV23VAsb-xuwSOddLX&gaa_ts=691a039e&gaa_sig=6zXlOwRcrS-UVl6M_0pdEA-w6U-M--ocz8eyMawcsgZ7jzHjw_qgCElRFY_m4lHIqHYnvgLyrD-1xX73wtfEYA%3D%3D,Somewhat-Bullish,0.175649,0.808903,Neutral,0.001
20251116T164441,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqdq9qBZ0I4_6gfRLt6fKwrX1X1OUIMlYbzkW8Bre7aaq1bZjzOyE22M&gaa_ts=691a027a&gaa_sig=0Yo1ONmFsi4Hky02H6DIu7YNJIbCXBk7jvRIrP5nGFDG5db9zo4uKELOanX2R1mAycBZijqp3xHaFSdPjjTK9Q%3D%3D,Neutral,0.100774,0.746364,Neutral,0.001
20251116T163926,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqfmMKrbq7DkADhtoPZ0xaoGVpexGRurPuF-A6ZumZKTnnzjA_jW6YbB&gaa_ts=691a0146&gaa_sig=hFlOGWAiHf-WxI1dxB-JFKSXyWcoWG2TPNRdrDBzSuMYtFM2IaXi9OyW0zREiQFytgziQBgUnRB6cJu55h4Q2g%3D%3D,Neutral,0.045387,0.914115,Neutral,0.001
20251116T163444,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqfNRJo8r16M3nOnUiCiuxaBp_r7uz-CMYqsB0xNPj2DyweU67XgxpKO&gaa_ts=691a001e&gaa_sig=FHC9SxZBzF7ued_619_ylj5wDhl0fQQLUSs8Gnb0ce_hJO8GDuDmM0ME_2dMxCO6xsp2Ejd5WYaNw2gCbYQthA%3D%3D,Neutral,0.058594,0.743468,Neutral,0.001
20251116T162933,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqepgxerQowqChttFVjzK--v2gTUIv2D7qki4fnDbFqMutcfVrVQRNmY&gaa_ts=6919fef0&gaa_sig=z5L2AM2parulJIQuk3-PZ3Y4Q2J0nP4Ok0Vxwx3FWhXSgliHdMRiiKtyeSXvbigYku2EhEuJ-liqtFtBvf693g%3D%3D,Neutral,0.038117,0.900125,Neutral,0.001
20251116T162435,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqenrP6Co98e_vR2eLuPDUVfB8IWL2iAsmlDXIJ8R3uOqfrjPszo10vw&gaa_ts=6919fdc4&gaa_sig=Pohd1R2qDpVI89JNZLLACPl6NgRRmsUw7a5ZAKU3bJwC1a4qWO-kfJm5W83wFoH0BCbieScFVXLeuE_8QXJ1Fw%3D%3D,Neutral,0.084892,0.947634,Neutral,0.001
20251116T161943,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqfFFOTa6g2_Y8C0Uym7b-txa5xUDxJPsDPSMD8PXz9gfape3VnP-o05&gaa_ts=6919fc9a&gaa_sig=9B9TVyVdI0lbvhmfpvcAY1TLfVsSRmAM0usvLrxN_A2Wk1xcl_ICXMHZqoT8HY5UhtKEcstARx9HDoiDk0QRew%3D%3D,Neutral,0.07857,0.912218,Neutral,0.001
20251116T161438,Berkshire Added $4 Billion Alphabet Stake and Further Pared Apple Stock,The Wall Street Journal,https://www.wsj.com/finance/stocks/berkshire-buys-shares-of-alphabet-and-pares-apple-stake-b8325f16?gaa_at=eafs&gaa_n=AWEtsqcr39bHKOdOYXuS7T1YPFw3utOsx2yO-m6rZalvZiSL1nISNlhYQsLf&gaa_ts=6919fb73&gaa_sig=hLoqcmGXu9yd5taiquMGzDAqppqllAHUhUP4e2K8PUGo4OW1GgHXoISkV6vGXhzOIp7eFIZyasv2WySZbtU-yg%3D%3D,Neutral,0.032163,0.823796,Neutral,0.001
